"Record ID","Data Resource ID","Data Resource Name","Institution ID","Institution","Collection ID","Collection","Licence","Catalogue Number","Taxon Concept GUID","Scientific Name - original","Vernacular name - original","Scientific Name","Taxon Rank","Vernacular name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Institution Code","Collection Code","Locality","Latitude - original","Longitude - original","Geodetic datum - original","Latitude","Longitude","Coordinate Uncertainty in Metres","Country - parsed","State - parsed","Minimum elevation in meters","Maximum elevation in meters","Minimum depth in meters","Maximum depth in meters","Individual count","Year","Month","Basis Of Record","Basis Of Record - original","Occurrence status","Sex","Taxonomic Quality","Location Quality","Collector","identified _ by","identified _ date","Record number","raw _ sampling _ protocol","event _ id","Occurrence status assumed to be present","Coordinates dont match supplied country","Country inferred from coordinates","First of the month","First of the year","Geodetic datum assumed WGS84","Identification date before occurrence date","Incomplete collection date","Invalid collection date","Min and max altitude reversed","Name not in national checklists","Supplied country not recognised","Collection code not recognised","Institution code not recognised","Type status not recognised","Supplied coordinates are zero","Zero latitude","Zero longitude"
"abba07a1-60cd-403f-8ef8-f9e076119cb2","dr286","Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","in72","Instituto de Botânica de São Paulo","co156","Herbário Maria Eneyda P. Kaufmann Fidalgo","CC-BY-NC 4.0 (Int)","44725","314074","Encholirium subsecundum","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","Instituto de Botânica","SP","Serra do Cipó","","","","","","","Brasil","","","","","","","1940","07","PreservedSpecimen","PreservedSpecimen","present","","true","","Foster, M; Foster, R","Forzza, RC","2001-01-01","640","","","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"941d02bc-1fdd-4282-9ef2-38d9a7fc6152","dr266","Herbário da Universidade Federal de Minas Gerais","in19","Universidade Federal de Minas Gerais","co132","Herbário da Universidade Federal de Minas Gerais","CC-BY-NC 4.0 (Int)","144550","314074","Encholirium subsecundum","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","Universidade Federal de Minas Gerais","BHCB","Parque Nacional da Serra do Cipó, Alto do Palácio","-19.25","-43.5166669999999982","","-19.25","-43.516667","","","","1400.0","1400.0","","","","2007","07","PreservedSpecimen","PreservedSpecimen","present","","true","true","Rodrigues, LC","","","39","","","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"606fbcd5-cc24-4205-a271-12d873a925bc","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB01369497","314074","Encholirium subsecundum (Baker) Mez","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","JBRJ","RB","P.E. Biribiri, Paciência, próx. córrego Paciência","-18.1883333","-43.6650000","","-18.1883333","-43.665","","Brasil","","","","","","","2010","07","PreservedSpecimen","PreservedSpecimen","present","","true","true","E.M.C. Leme","","","8397","","","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"cc9e6ebe-ce6e-4c83-9eba-b3ac716669b3","dr242","Herbário do Museu Botânico Municipal de Curitiba - MBM","in41","Museu Botânico Municipal","co131","Herbário do MBM","","226895","314074","Encholirium subsecundum (Baker) Mez","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","MBM","HMBM","Í_x0002_","0","0","","","","","","","0.0","0.0","","","","1997","11","PreservedSpecimen","PreservedSpecimen","present","","true","","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","Forzza, R.C.","","67356","","","true","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true","true","true"
"b5c05cc8-9192-46dd-b22f-4738df4388c1","dr269","Herbário do Departamento de Botânica da Universidade Federal de Santa Catarina","in53","Universidade Federal de Santa Catarina","co147","Herbário do Departamento de Botânica da UFSC","CC-BY-NC 4.0 (Int)","45695","314074","Encholirium subsecundum","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","Universidade Federal de Santa Catarina","FLOR","Morro das Tocas.","-12.7166669999999993","-39.7000000000000028","","-12.716667","-39.7","","","","310.0","310.0","","","","1995","11","PreservedSpecimen","PreservedSpecimen","present","","true","true","França, F.; et alii","","","1418","","","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"b45edcc9-9eb4-4701-816f-290d66414d72","dr286","Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","in72","Instituto de Botânica de São Paulo","co156","Herbário Maria Eneyda P. Kaufmann Fidalgo","CC-BY-NC 4.0 (Int)","320292","314074","Encholirium subsecundum","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","Instituto de Botânica","SP","Ápice do Morro do Agenor.","","","","","","","Brasil","","1460.0","1460.0","","","","1995","11","PreservedSpecimen","PreservedSpecimen","present","","true","","França, F; et al.","Wanderley, MGL","1997-04-10","1487","","","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"96239c8c-7a81-4b7a-bd8b-0631cb6f1799","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB01218940","314074","Encholirium subsecundum (Baker) Mez","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","JBRJ","RB","córrego Jequitaí. campos rupestres com afloramentos rochosos. Parque Nacional Sempre Vivas","-17.8916666","-43.8063889","","-17.8916666","-43.8063889","","Brasil","","","","","","","2016","11","PreservedSpecimen","PreservedSpecimen","present","","true","true","G. Martinelli; T.Lima, D.Maurenza","R.C.FORZZA","","19565","","","true","false","false","true","false","true","false","false","false","false","true","false","false","false","true","false","false","false"
"5b6f630a-7eec-4158-8a32-98040e0ad47a","dr286","Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","in72","Instituto de Botânica de São Paulo","co156","Herbário Maria Eneyda P. Kaufmann Fidalgo","CC-BY-NC 4.0 (Int)","320317","314074","Encholirium subsecundum","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","Instituto de Botânica","SP","Morro das Tocas.","","","","","","","Brasil","","310.0","430.0","","","","1995","11","PreservedSpecimen","PreservedSpecimen","present","","true","","França, F; et al.","Wanderley, MGL","1997-04-10","1418","","","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"f745ce83-68c9-44df-96e4-a863f1f6318f","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB00642190","314074","Encholirium subsecundum (Baker) Mez","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","JBRJ","RB","Região do Palmito, caminho para areal.","","","","","","","Brasil","","","","","","","2006","01","PreservedSpecimen","PreservedSpecimen","present","","true","","Lúcia Pangaio","R.C. Forzza","2006-10-15","528","","","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"f6015623-22c7-4c18-946d-be1acb5e7802","dr392","Amostras de plantas repatriadas do Meise Botanic Garden da Bélgica","","","","","CC-BY 4.0 (Int)","BR0000005909094","314074","Encholirium subsecundum Mez","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","BR","","","","","","","","","Brasil","","","","","","","1816","01","MachineObservation","machineObservation","present","","true","","De Saint-Hilaire A.","","","E496","","","true","false","true","true","true","false","false","false","false","false","true","false","false","false","false","false","false","false"
"efde0e47-332e-440f-8960-57b682b92ed0","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB00641788","314074","Encholirium subsecundum (Baker) Mez","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","JBRJ","RB","Serra da Carapina ( Serra Talhada segundo Folha do IBGE).","-18.8666667","-43.2333333","","-18.8666667","-43.2333333","","Brasil","","","","","","","2000","01","PreservedSpecimen","PreservedSpecimen","present","","true","true","R.C. Forzza; J.R. Pirani; A.C.M. Marcato; M.C. Assis & A. Rapini","R.C. Forzza","2003-01-01","700","","","true","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false","false"
"15607c37-75f4-4547-8436-118715e78810","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB01369474","314074","Encholirium subsecundum (Baker) Mez","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","JBRJ","RB","Próximo Gouveia","1100","","","","","","Brasil","","","","","","","1995","01","PreservedSpecimen","PreservedSpecimen","present","","true","","E.M.C. Leme; P. Nahoum; H.E. Luther; W. Till; D. Benzing","","","2872","","","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"f50157ef-4f94-45de-bcb1-da03ddb4bbb1","dr266","Herbário da Universidade Federal de Minas Gerais","in19","Universidade Federal de Minas Gerais","co132","Herbário da Universidade Federal de Minas Gerais","CC-BY-NC 4.0 (Int)","98963","314074","Encholirium subsecundum","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","Universidade Federal de Minas Gerais","BHCB","Fazenda Tamanduá - Plantar MG 15.","","","","","","","Brasil","","0.0","0.0","","","","2004","10","PreservedSpecimen","PreservedSpecimen","present","","true","","Tameirão Neto, E","","","4169","","","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"8738297d-3fdb-48b2-a175-e5b054d1c7d1","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB00642217","314074","Encholirium subsecundum (Baker) Mez","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","JBRJ","RB","Pedra Menina. Fazenda da Vargem da Angélica. Morro da Virada do Mato Virgem.","","","","","","","Brasil","","","","","","","1984","10","PreservedSpecimen","PreservedSpecimen","present","","true","","M. Meguro; E. Isejima; R. Mello Silva & J. Pirani","R.C. Forzza","2001-01-01","","","","true","false","false","false","false","false","false","false","false","false","true","false","false","false","true","false","false","false"
"d960aebe-b4b2-4a70-afa2-083a92670cfd","dr266","Herbário da Universidade Federal de Minas Gerais","in19","Universidade Federal de Minas Gerais","co132","Herbário da Universidade Federal de Minas Gerais","CC-BY-NC 4.0 (Int)","40170","314074","Encholirium subsecundum","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","Universidade Federal de Minas Gerais","BHCB","Capivari.","","","","","","","Brasil","","0.0","0.0","","","","","","PreservedSpecimen","PreservedSpecimen","present","","true","","","","","s.n.","","","true","false","false","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false"
"9b2cb1bd-1cd7-4b1c-9e40-4b5189ffbf8f","dr266","Herbário da Universidade Federal de Minas Gerais","in19","Universidade Federal de Minas Gerais","co132","Herbário da Universidade Federal de Minas Gerais","CC-BY-NC 4.0 (Int)","70384","314074","Encholirium subsecundum","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","Universidade Federal de Minas Gerais","BHCB","","","","","","","","Brasil","","0.0","0.0","","","","","","PreservedSpecimen","PreservedSpecimen","present","","true","","Forzza, RC","","","592","","","true","false","false","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false"
"5b33c29e-d5dd-4c7c-961b-53049f811c0b","dr217","Projeto Flora do Brasil 2020","","","","","CC-BY-NC","","314074","Encholirium subsecundum (Baker) Mez","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","","","","","","","","","","","","","","","","","","","","","present","","true","","","","","","","","true","false","false","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false"
"11b32ed2-0723-4ab6-82ad-b8db6c15a70d","dr266","Herbário da Universidade Federal de Minas Gerais","in19","Universidade Federal de Minas Gerais","co132","Herbário da Universidade Federal de Minas Gerais","CC-BY-NC 4.0 (Int)","40165","314074","Encholirium subsecundum","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","Universidade Federal de Minas Gerais","BHCB","Cruzeiro. Mato Grosso.","","","","","","","Brasil","","0.0","0.0","","","","","","PreservedSpecimen","PreservedSpecimen","present","","true","","","","","s.n.","","","true","false","false","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false"
"10f797eb-413d-4d17-9575-f57d624f1268","dr324","Base de dados repatriados do tropicos.org","","","","","CC0","3000623","314074","Encholirium subsecundum Mez","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","MO","MO","","","","","","","","Brazil","","","","","","","","","PreservedSpecimen","PreservedSpecimen","present","","true","","A. Saint-Hilaire","","","Saint-Hilaire E 496","","","true","false","true","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false"
"fc509b5d-c21d-42f8-87cd-ea810f15bca5","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB01365068","314074","Encholirium subsecundum (Baker) Mez","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","JBRJ","RB","Serro","-18.4725000","-43.4450000","","-18.4725","-43.445","","Brasil","","1130.0","1130.0","","","","2017","09","PreservedSpecimen","PreservedSpecimen","present","","true","true","Barbosa-Silva, R.G.; Silva, J.L.","R.C.FORZZA","2018-01-01","937","","","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","false"
"de2a3828-f13c-4fba-97b3-f28fb75fa2f5","dr286","Herbário do Estado ""Maria Eneyda P. Kaufmann Fidalgo"" - Coleção de Fanerógamas","in72","Instituto de Botânica de São Paulo","co156","Herbário Maria Eneyda P. Kaufmann Fidalgo","CC-BY-NC 4.0 (Int)","276579","314074","Encholirium subsecundum","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","Instituto de Botânica","SP","Serra do Cabral, Fazenda da Onça.","","","","","","","Brasil","","1100.0","1100.0","","","","1985","09","PreservedSpecimen","PreservedSpecimen","present","","true","","Cavalcanti, TB; et al.","Forzza, RC","1998-02-01","CFCR8145","","","true","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"d2805715-ce0f-4374-8d38-72b7f32f84f7","dr245","","","","","","","48773","314074","Encholirium subsecundum (Baker) Mez","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","UNICAMP","UEC","ChapÃ©u de Sol  Just below km 110","0","0","","","","","","","0.0","0.0","","","","1985","09","PreservedSpecimen","PreservedSpecimen","present","","true","","Hutchison, P.C.; PÃ¡ffaro, J.L.","Forzza, R.C.","2001-01-01","8905","","","true","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true","true","true"
"9a4a634e-1c42-44c4-9bb7-4099b4928c52","dr216","Herbário RB - Rio de Janeiro Botanical Garden Herbarium Collection","in5","Instituto de Pesquisas Jardim Botânico do Rio de Janeiro","co125","Herbário RB","CC-BY 4.0 (Int)","RB00660454","314074","Encholirium subsecundum (Baker) Mez","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","JBRJ","RB","Estrada Serro-Diamantina, cerca de 40 Km de Diamantina, perto da placa de Nascente do Rio Jequitinhonha.","","","","","","","Brasil","","","","","","","2011","09","PreservedSpecimen","PreservedSpecimen","present","","true","","F. Santos-Silva; R. Ribeiro & R.F. Monteiro","R.C.FORZZA","2018-01-01","27","","","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"96f239a0-06f8-46c6-ace1-55776891f744","dr266","Herbário da Universidade Federal de Minas Gerais","in19","Universidade Federal de Minas Gerais","co132","Herbário da Universidade Federal de Minas Gerais","CC-BY-NC 4.0 (Int)","41588","314074","Encholirium subsecundum","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","Universidade Federal de Minas Gerais","BHCB","Fazenda da Jaguara","","","","","","","Brasil","","0.0","0.0","","","","1968","09","PreservedSpecimen","PreservedSpecimen","present","","true","","Duarte, AP","","","s.n.","","","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"d8447236-c096-423b-9567-b75756c05b64","dr263","Herbário da Escola Superior de Agricultura Luiz de Queiroz","in51","Escola Superior de Agricultura Luiz de Queiroz","co142","Herbário da ESALQ","CC-BY-NC 4.0 (Int)","20324","314074","Encholirium subsecundum","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","Universidade de São Paulo","ESA","","","","","","","","Brasil","","","","","","","1995","03","PreservedSpecimen","PreservedSpecimen","present","","true","","Souza, V.C. et al.","Forzza, R.C.","","8315.0","","","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"9a8d0f6c-bc3d-4a7f-bd8a-d95a88633f27","dr247","Base de dados do Herbário da UnB","","","","","","","314074","Encholirium subsecundum (Baker) Mez","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","HUB","HUB","Serra do Cipó","0","0","","","","","","","-9999.0","0.0","","","","1958","03","PreservedSpecimen","PreservedSpecimen","present","","true","","Heringer, EP; Castellanos","Forzza, RC","2001-01-01","6087","","","true","false","false","false","false","true","false","false","false","false","true","false","true","true","false","true","true","true"
"9515ec9a-29e1-4838-8bcb-3ee7e782434f","dr245","","","","","","","46648","314074","Encholirium subsecundum (Baker) Mez","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","UNICAMP","UEC","Serra do CipÃ³, km 123","0","0","","","","","","","0.0","0.0","","","","1987","03","PreservedSpecimen","PreservedSpecimen","present","","true","","Sazima, M.","Forzza, R.C.","2001-01-01","18953","","","true","true","false","false","false","true","false","false","false","false","true","false","false","false","false","true","true","true"
"56ce6eeb-0d6a-4e4a-b279-f0b8d910dc55","dr266","Herbário da Universidade Federal de Minas Gerais","in19","Universidade Federal de Minas Gerais","co132","Herbário da Universidade Federal de Minas Gerais","CC-BY-NC 4.0 (Int)","18472","314074","Encholirium subsecundum","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","Universidade Federal de Minas Gerais","BHCB","Milho Verde","","","","","","","Brasil","","0.0","0.0","","","","1990","03","PreservedSpecimen","PreservedSpecimen","present","","true","","Stehmann, JR","","","s.n.","","","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false"
"48067b9a-ef58-46e2-af74-371ab4d9601f","dr247","Base de dados do Herbário da UnB","","","","","","","314074","Encholirium subsecundum (Baker) Mez","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","HUB","HUB","Ca. de 100 km ao nordeste de Diamantina","-18.5","-43.5","","-18.5","-43.5","","","","0.0","1000.0","","","","1995","03","PreservedSpecimen","PreservedSpecimen","present","","true","true","Splett, S","Forzza, RC","2001-01-01","882","","","true","false","false","false","false","true","false","false","false","true","true","false","true","true","false","false","false","false"
"140f3b97-e32f-4982-a419-271d329eb78b","dr247","Base de dados do Herbário da UnB","","","","","","","314074","Encholirium subsecundum (Baker) Mez","","Encholirium subsecundum","species","","Plantae","Tracheophyta","Liliopsida","Poales","Bromeliaceae","Encholirium","Encholirium subsecundum","HUB","HUB","Ca. 15 km E of Diamantina","0","0","","","","","","","0.0","975.0","","","","1970","03","PreservedSpecimen","PreservedSpecimen","present","","true","","Irwin, H; Fonsêca, SF; Souza, R; Santos, RR; Ramos, J","Forzza, RC","2001-01-01","27932","","","true","false","false","false","false","true","false","false","false","true","true","false","true","true","false","true","true","true"
